"family","GO_accession","GO_name","GO_domain"
"ENSG00000223265","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000223265","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000246350","GO:0006412","translation","biological_process"
"ENSG00000159905","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000159905","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000131871","GO:0006886","intracellular protein transport","biological_process"
"ENSG00000131871","GO:0071222","cellular response to lipopolysaccharide","biological_process"
"ENSG00000287279","GO:0006412","translation","biological_process"
"ENSG00000204920","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000265206","GO:0035195","miRNA-mediated post-transcriptional gene silencing","biological_process"
"ENSG00000124762","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000124762","GO:0006974","DNA damage response","biological_process"
"ENSG00000124762","GO:0007507","heart development","biological_process"
"ENSG00000124762","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000124762","GO:0001701","in utero embryonic development","biological_process"
"ENSG00000124762","GO:0009410","response to xenobiotic stimulus","biological_process"
"ENSG00000124762","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000124762","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000159882","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000149534","GO:0007166","cell surface receptor signaling pathway","biological_process"
"ENSG00000149534","GO:0006955","immune response","biological_process"
"ENSG00000149534","GO:0007165","signal transduction","biological_process"
"ENSG00000284018","GO:0006397","mRNA processing","biological_process"
"ENSG00000284018","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000284306","GO:0006397","mRNA processing","biological_process"
"ENSG00000284306","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000283873","GO:0006397","mRNA processing","biological_process"
"ENSG00000283873","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000284546","GO:0006397","mRNA processing","biological_process"
"ENSG00000284546","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000284438","GO:0006397","mRNA processing","biological_process"
"ENSG00000284438","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000144711","GO:0030036","actin cytoskeleton organization","biological_process"
"ENSG00000221996","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000221996","GO:0007165","signal transduction","biological_process"
"ENSG00000221996","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000221996","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000154188","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000154188","GO:0030154","cell differentiation","biological_process"
"ENSG00000154188","GO:0001525","angiogenesis","biological_process"
"ENSG00000154188","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000154188","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000154188","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","biological_process"
"ENSG00000154188","GO:0001701","in utero embryonic development","biological_process"
"ENSG00000159885","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000137203","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000132109","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000132109","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000132109","GO:0045087","innate immune response","biological_process"
"ENSG00000132109","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","biological_process"
"ENSG00000178860","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000178860","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000178860","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000137203","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000137203","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000137203","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000137203","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000137203","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000137203","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000137203","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000137203","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000189283","GO:0006915","apoptotic process","biological_process"
"ENSG00000173264","GO:0006914","autophagy","biological_process"
"ENSG00000287704","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000287704","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000164683","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000212211","GO:0006396","RNA processing","biological_process"
"ENSG00000252562","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000252562","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000212269","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000212269","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000172935","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000164683","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000164683","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000164683","GO:0001525","angiogenesis","biological_process"
"ENSG00000164683","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000164683","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000170142","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000170142","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000170142","GO:0006511","ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000182389","GO:0007268","chemical synaptic transmission","biological_process"
"ENSG00000182389","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000240247","GO:0051607","defense response to virus","biological_process"
"ENSG00000240247","GO:0042742","defense response to bacterium","biological_process"
"ENSG00000240247","GO:0006955","immune response","biological_process"
"ENSG00000240247","GO:0071222","cellular response to lipopolysaccharide","biological_process"
"ENSG00000239839","GO:0051607","defense response to virus","biological_process"
"ENSG00000239839","GO:0042742","defense response to bacterium","biological_process"
"ENSG00000239839","GO:0071222","cellular response to lipopolysaccharide","biological_process"
"ENSG00000164816","GO:0045087","innate immune response","biological_process"
"ENSG00000164816","GO:0042742","defense response to bacterium","biological_process"
"ENSG00000164816","GO:0071222","cellular response to lipopolysaccharide","biological_process"
"ENSG00000137693","GO:0006974","DNA damage response","biological_process"
"ENSG00000137693","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000137693","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000137693","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000137693","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000137693","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000137693","GO:0008283","cell population proliferation","biological_process"
"ENSG00000137693","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000137693","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000082556","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000082556","GO:0051607","defense response to virus","biological_process"
"ENSG00000082556","GO:0006955","immune response","biological_process"
"ENSG00000082556","GO:0007268","chemical synaptic transmission","biological_process"
"ENSG00000082556","GO:0071222","cellular response to lipopolysaccharide","biological_process"
"ENSG00000089327","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000212466","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000212466","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000174748","GO:0006412","translation","biological_process"
"ENSG00000023445","GO:0042981","regulation of apoptotic process","biological_process"
"ENSG00000136997","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000136997","GO:0008150","biological_process","biological_process"
"ENSG00000023445","GO:0006915","apoptotic process","biological_process"
"ENSG00000023445","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","biological_process"
"ENSG00000023445","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000023445","GO:0007166","cell surface receptor signaling pathway","biological_process"
"ENSG00000023445","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000136997","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000136997","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000136997","GO:0006974","DNA damage response","biological_process"
"ENSG00000136997","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000136997","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000136997","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000136997","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000136997","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000136997","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000136997","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000136997","GO:0009410","response to xenobiotic stimulus","biological_process"
"ENSG00000023445","GO:0007283","spermatogenesis","biological_process"
"ENSG00000110330","GO:0042981","regulation of apoptotic process","biological_process"
"ENSG00000182247","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000182247","GO:0006974","DNA damage response","biological_process"
"ENSG00000110330","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000110330","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000110330","GO:0006915","apoptotic process","biological_process"
"ENSG00000110330","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000110330","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","biological_process"
"ENSG00000110330","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000110330","GO:0007166","cell surface receptor signaling pathway","biological_process"
"ENSG00000164933","GO:0055085","transmembrane transport","biological_process"
"ENSG00000179820","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000179820","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000179820","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000115145","GO:0015031","protein transport","biological_process"
"ENSG00000115145","GO:0007165","signal transduction","biological_process"
"ENSG00000199212","GO:0006396","RNA processing","biological_process"
"ENSG00000163491","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000164736","GO:0016055","Wnt signaling pathway","biological_process"
"ENSG00000164736","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000164736","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000164736","GO:0007507","heart development","biological_process"
"ENSG00000164736","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000164736","GO:0001525","angiogenesis","biological_process"
"ENSG00000164736","GO:0050821","protein stabilization","biological_process"
"ENSG00000164736","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000164736","GO:0007283","spermatogenesis","biological_process"
"ENSG00000164736","GO:0010467","gene expression","biological_process"
"ENSG00000164736","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000137673","GO:0006508","proteolysis","biological_process"
"ENSG00000137673","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000137673","GO:0009410","response to xenobiotic stimulus","biological_process"
"ENSG00000137673","GO:0042742","defense response to bacterium","biological_process"
"ENSG00000104237","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000104237","GO:0030030","cell projection organization","biological_process"
"ENSG00000104237","GO:0007601","visual perception","biological_process"
"ENSG00000137674","GO:0006508","proteolysis","biological_process"
"ENSG00000117114","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000117114","GO:0007166","cell surface receptor signaling pathway","biological_process"
"ENSG00000141905","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000141905","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000141905","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000141905","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000141905","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000141905","GO:0006366","transcription by RNA polymerase II","biological_process"
"ENSG00000141905","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000157110","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000157110","GO:0006396","RNA processing","biological_process"
"ENSG00000153253","GO:0055085","transmembrane transport","biological_process"
"ENSG00000153253","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000153253","GO:0034220","monoatomic ion transmembrane transport","biological_process"
"ENSG00000149294","GO:0007155","cell adhesion","biological_process"
"ENSG00000095932","GO:0008150","biological_process","biological_process"
"ENSG00000284638","GO:0008150","biological_process","biological_process"
"ENSG00000144747","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000144747","GO:0006915","apoptotic process","biological_process"
"ENSG00000144747","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000144747","GO:0042742","defense response to bacterium","biological_process"
"ENSG00000082258","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000167680","GO:0007399","nervous system development","biological_process"
"ENSG00000167680","GO:0030154","cell differentiation","biological_process"
"ENSG00000167680","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000082258","GO:0051301","cell division","biological_process"
"ENSG00000082258","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000082258","GO:0006366","transcription by RNA polymerase II","biological_process"
"ENSG00000172519","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000172519","GO:0007165","signal transduction","biological_process"
"ENSG00000172519","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000172519","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000184156","GO:0055085","transmembrane transport","biological_process"
"ENSG00000184156","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000184156","GO:0007268","chemical synaptic transmission","biological_process"
"ENSG00000184156","GO:0006897","endocytosis","biological_process"
"ENSG00000184156","GO:0010467","gene expression","biological_process"
"ENSG00000184156","GO:0015031","protein transport","biological_process"
"ENSG00000184156","GO:0030182","neuron differentiation","biological_process"
"ENSG00000184156","GO:0034220","monoatomic ion transmembrane transport","biological_process"
"ENSG00000144744","GO:0006508","proteolysis","biological_process"
"ENSG00000144744","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000128656","GO:0007165","signal transduction","biological_process"
"ENSG00000128656","GO:0007399","nervous system development","biological_process"
"ENSG00000247240","GO:0006396","RNA processing","biological_process"
"ENSG00000184908","GO:0055085","transmembrane transport","biological_process"
"ENSG00000184908","GO:0034220","monoatomic ion transmembrane transport","biological_process"
"ENSG00000104432","GO:0006955","immune response","biological_process"
"ENSG00000104432","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000104432","GO:0007267","cell-cell signaling","biological_process"
"ENSG00000104432","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000104432","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000104432","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000104432","GO:0007165","signal transduction","biological_process"
"ENSG00000144746","GO:0043065","positive regulation of apoptotic process","biological_process"
"ENSG00000144746","GO:0015031","protein transport","biological_process"
"ENSG00000212167","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000212167","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000199827","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000199827","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000222014","GO:0006886","intracellular protein transport","biological_process"
"ENSG00000222014","GO:0009410","response to xenobiotic stimulus","biological_process"
"ENSG00000127663","GO:0006325","chromatin organization","biological_process"
"ENSG00000127663","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000127663","GO:0007420","brain development","biological_process"
"ENSG00000127663","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000149292","GO:0030030","cell projection organization","biological_process"
"ENSG00000163535","GO:0051301","cell division","biological_process"
"ENSG00000172020","GO:0007399","nervous system development","biological_process"
"ENSG00000172020","GO:0030154","cell differentiation","biological_process"
"ENSG00000105401","GO:0050821","protein stabilization","biological_process"
"ENSG00000170209","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000117013","GO:0055085","transmembrane transport","biological_process"
"ENSG00000117013","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000179862","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000179862","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000162998","GO:0016055","Wnt signaling pathway","biological_process"
"ENSG00000162998","GO:0030154","cell differentiation","biological_process"
"ENSG00000162998","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000162998","GO:0043065","positive regulation of apoptotic process","biological_process"
"ENSG00000163605","GO:0006397","mRNA processing","biological_process"
"ENSG00000163605","GO:0008380","RNA splicing","biological_process"
"ENSG00000149295","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000149295","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000149295","GO:0043410","positive regulation of MAPK cascade","biological_process"
"ENSG00000149295","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000149295","GO:0006914","autophagy","biological_process"
"ENSG00000149295","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000149295","GO:0008283","cell population proliferation","biological_process"
"ENSG00000149295","GO:0009410","response to xenobiotic stimulus","biological_process"
"ENSG00000149295","GO:0016055","Wnt signaling pathway","biological_process"
"ENSG00000149295","GO:0016477","cell migration","biological_process"
"ENSG00000149295","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000149295","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000252937","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000252937","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000170275","GO:0050821","protein stabilization","biological_process"
"ENSG00000170275","GO:0007283","spermatogenesis","biological_process"
"ENSG00000115419","GO:0007268","chemical synaptic transmission","biological_process"
"ENSG00000173705","GO:0007155","cell adhesion","biological_process"
"ENSG00000081277","GO:0098609","cell-cell adhesion","biological_process"
"ENSG00000081277","GO:0007165","signal transduction","biological_process"
"ENSG00000081277","GO:0007155","cell adhesion","biological_process"
"ENSG00000081277","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000081277","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000240344","GO:0006397","mRNA processing","biological_process"
"ENSG00000240344","GO:0008380","RNA splicing","biological_process"
"ENSG00000240344","GO:0000398","mRNA splicing, via spliceosome","biological_process"
"ENSG00000174307","GO:0043065","positive regulation of apoptotic process","biological_process"
"ENSG00000174307","GO:0006915","apoptotic process","biological_process"
"ENSG00000153558","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000153558","GO:0006508","proteolysis","biological_process"
"ENSG00000153558","GO:0006511","ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000115290","GO:0007165","signal transduction","biological_process"
"ENSG00000179528","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000115592","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000115596","GO:0016055","Wnt signaling pathway","biological_process"
"ENSG00000115596","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000115596","GO:0030182","neuron differentiation","biological_process"
"ENSG00000115596","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000269842","GO:0035195","miRNA-mediated post-transcriptional gene silencing","biological_process"
"ENSG00000200942","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000200942","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000125618","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000125618","GO:0030154","cell differentiation","biological_process"
"ENSG00000125618","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000125618","GO:0042981","regulation of apoptotic process","biological_process"
"ENSG00000125618","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000125618","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000266718","GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","biological_process"
"ENSG00000096384","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000096384","GO:0050821","protein stabilization","biological_process"
"ENSG00000153560","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000153560","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000153560","GO:0001525","angiogenesis","biological_process"
"ENSG00000198700","GO:0006886","intracellular protein transport","biological_process"
"ENSG00000198700","GO:0015031","protein transport","biological_process"
"ENSG00000096384","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000182083","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000182083","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000182083","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000144191","GO:0055085","transmembrane transport","biological_process"
"ENSG00000144191","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000144191","GO:0007601","visual perception","biological_process"
"ENSG00000144191","GO:0007165","signal transduction","biological_process"
"ENSG00000144191","GO:0034220","monoatomic ion transmembrane transport","biological_process"
"ENSG00000157593","GO:0055085","transmembrane transport","biological_process"
"ENSG00000157593","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","biological_process"
"ENSG00000133895","GO:0006325","chromatin organization","biological_process"
"ENSG00000133895","GO:0006281","DNA repair","biological_process"
"ENSG00000133895","GO:0006974","DNA damage response","biological_process"
"ENSG00000133895","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000133895","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000133895","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000133895","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000133895","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000157168","GO:0007399","nervous system development","biological_process"
"ENSG00000157168","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000157168","GO:0030154","cell differentiation","biological_process"
"ENSG00000157168","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000157168","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000157168","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000145050","GO:0007165","signal transduction","biological_process"
"ENSG00000259956","GO:0006397","mRNA processing","biological_process"
"ENSG00000259956","GO:0008380","RNA splicing","biological_process"
"ENSG00000145041","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000145041","GO:0006325","chromatin organization","biological_process"
"ENSG00000145041","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000145041","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000145041","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000158019","GO:0051301","cell division","biological_process"
"ENSG00000158019","GO:0006915","apoptotic process","biological_process"
"ENSG00000158019","GO:0006325","chromatin organization","biological_process"
"ENSG00000158019","GO:0006281","DNA repair","biological_process"
"ENSG00000131788","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000131788","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000131788","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000131788","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000124608","GO:0006412","translation","biological_process"
"ENSG00000157168","GO:0007165","signal transduction","biological_process"
"ENSG00000110046","GO:0006914","autophagy","biological_process"
"ENSG00000289565","GO:0006396","RNA processing","biological_process"
"ENSG00000289565","GO:0006397","mRNA processing","biological_process"
"ENSG00000289565","GO:0008380","RNA splicing","biological_process"
"ENSG00000110046","GO:0006869","lipid transport","biological_process"
"ENSG00000174775","GO:0007165","signal transduction","biological_process"
"ENSG00000174775","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000174775","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000174775","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000174775","GO:0007166","cell surface receptor signaling pathway","biological_process"
"ENSG00000174775","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000174775","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000174775","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000174775","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000174775","GO:0043410","positive regulation of MAPK cascade","biological_process"
"ENSG00000174775","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000158019","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000158019","GO:0006974","DNA damage response","biological_process"
"ENSG00000158019","GO:0007165","signal transduction","biological_process"
"ENSG00000265241","GO:0006396","RNA processing","biological_process"
"ENSG00000265241","GO:0008380","RNA splicing","biological_process"
"ENSG00000265241","GO:0006397","mRNA processing","biological_process"
"ENSG00000265241","GO:0000398","mRNA splicing, via spliceosome","biological_process"
"ENSG00000164080","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000174775","GO:0006897","endocytosis","biological_process"
"ENSG00000174775","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000116489","GO:0030036","actin cytoskeleton organization","biological_process"
"ENSG00000124574","GO:0055085","transmembrane transport","biological_process"
"ENSG00000118004","GO:0045087","innate immune response","biological_process"
"ENSG00000118004","GO:0006508","proteolysis","biological_process"
"ENSG00000124574","GO:0006869","lipid transport","biological_process"
"ENSG00000267321","GO:0006396","RNA processing","biological_process"
"ENSG00000149554","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000149554","GO:0006915","apoptotic process","biological_process"
"ENSG00000149554","GO:0006281","DNA repair","biological_process"
"ENSG00000149554","GO:0006974","DNA damage response","biological_process"
"ENSG00000149554","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000149554","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000163785","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000163785","GO:0016055","Wnt signaling pathway","biological_process"
"ENSG00000163785","GO:0043410","positive regulation of MAPK cascade","biological_process"
"ENSG00000163785","GO:0030182","neuron differentiation","biological_process"
"ENSG00000163785","GO:0007165","signal transduction","biological_process"
"ENSG00000157168","GO:0008283","cell population proliferation","biological_process"
"ENSG00000207076","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000207076","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000155366","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","biological_process"
"ENSG00000155366","GO:0007165","signal transduction","biological_process"
"ENSG00000155366","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000240891","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000240891","GO:0007165","signal transduction","biological_process"
"ENSG00000134940","GO:0007283","spermatogenesis","biological_process"
"ENSG00000178171","GO:0016055","Wnt signaling pathway","biological_process"
"ENSG00000147437","GO:0007165","signal transduction","biological_process"
"ENSG00000147437","GO:0007267","cell-cell signaling","biological_process"
